Year,geo,time,final_cons,ths_wpeople,long_int,deflated_GDP,va_thwokers,env_consu,env_total,env_inv,gfcf,gfcf_pub,short_int,ths_whour.y,north_south_dummy,Population,Real_GDP_per_capita
1998,LV,1998,2990.814326,973.38,,13215.81175,13.57723782,35.50418,37.36195686,3.715553721,2954.321395,212.405821,8.388333,2070219,1,2410019,5483.696083
1998,IS,1998,2081.732945,140.8,4.706666667,9791.141287,69.53935573,45.13417394,68.54186874,9.440672486,200655.4503,493.5014549,7.457833,245150,1,274047,35727.96377
1998,PL,1998,40947.61976,15354.4,,231326.0707,15.0657838,420.8327115,1239.51649,933.1443068,216712.431,7827.488435,19.905,31964724,1,38663481,5983.063726
1999,AT,1999,53839.00764,3719.72,4.6809,271316.0487,72.93991178,506.0292278,1248.169936,106.3433332,67718.42308,7704.900578,2.9635,6687950,1,7992324,33947.07831
1999,NL,1999,114773.3312,8055,4.629166667,557316.9111,69.18893993,3932.823129,8236.341412,1969.068878,127723.7457,20970.18495,,11898637,1,15812088,35246.2566
1999,EU27_2020,1999,1944759.553,184707.7,,9811877.096,53.12110484,27931.84039,69072.67542,19625.66351,,315355.0585,,318904153,,,
1999,RO,1999,15071.09638,10855.5,,90144.86556,8.304073102,6.147431443,27.26252205,7.216549955,26592.45202,1478.056343,,20083160,0,22472040,4011.423331
1999,CZ,1999,21767.93204,4899.7,,109479.3347,22.34408937,473.3483887,918.7367817,353.6222533,1214121.59,4100.082446,6.853333,9263382,1,10283860,10645.7434
1999,EA20,1999,1702177.522,139803.7,,8709086.237,62.29510547,25669.93677,63252.3615,17541.83039,,277395.1963,,233933065,,,
1999,ES,1999,139635.3636,15916.2,4.727311438,831632.069,52.25066718,2949.757793,7384.864518,1987.9106,205676.1548,32328.67533,2.9635,27953204,0,40386875,20591.64194
1999,BE,1999,67635.25477,4028.7,4.749166667,317801.2984,78.88432955,871.6637157,2424.027805,651.0590858,70445.53741,7469.473408,2.9635,6346742,1,10226419,31076.49886
1999,DE,1999,477948.7303,39120,4.490609719,2483275.858,63.47842173,4234.692647,16491.42692,4909.928377,572113.9701,59291.72595,2.9635,58348098,1,82100243,30246.87586
1999,BG,1999,5137.203544,3318.15,,26201.47742,7.89641138,237.1646647,263.1525098,79.19130737,8330.070188,1076.346968,,5539651,0,8210624,3191.167616
1999,CH,1999,52139.85348,3982.88,3.039333333,459301.7182,115.3189948,836.4269523,3491.244785,1099.411939,200322.7762,14722.23135,,6840202,1,7143991,64292.03483
1999,DK,1999,55702.29603,2734.77,4.909,228606.7717,83.59268667,776.1606813,1310.532729,125.4124509,355598.494,6261.31245,3.437819,3983185,1,5321799,42956.67155
1999,FR,1999,401669.7071,24968,4.608783333,1774854.312,71.0851615,7308.452417,11315.4961,3421.7594,369334.6509,67452.1131,2.9635,39407107,0,60504420,29334.29181
1999,SK,1999,9019.977632,2065.19,,42797.52637,20.72328762,274.1167957,531.5672902,58.11276069,19251.09976,1583.737199,14.74454,3750882,1,5396020,7931.313518
1999,PT,1999,30270.51689,4933.24,4.7775,167901.985,34.03483005,624.4209226,1164.893169,562.0911363,46326.0662,8287.755847,,9427196,0,10217828,16432.25791
1999,CY,1999,2122.119568,309.64,,13213.32653,42.67318993,20.8143095,27.93146049,7.251436859,2788.446044,405.9461782,,594419,0,931600,14183.47631
1999,EA19,1999,1694008.685,138251.54,,8674016.876,62.74083367,25595.413,62983.89089,17504.19305,,275528.9743,,230948050,,,
1999,EE,1999,2497.682454,580.3,,11391.58099,19.63050317,46.77229058,71.00117984,17.27625147,2950.984114,534.5103658,7.829167,1173911,1,1390244,8193.943646
1999,HR,1999,8281.88169,1552.16,,34360.81724,22.13741962,66.91553463,265.8033737,29.89513468,7256.886609,1987.019625,,2985015,0,4512597,7614.42186
1999,LT,1999,4623.941683,1461.49,,19538.13736,13.36864252,19.3629219,18.41375906,0.759330271,5296.931666,501.3478112,13.87182,2565065,1,3524238,5543.932436
1999,EL,1999,31413.89298,4298.69,6.308333333,174717.3463,40.64432333,871.057954,659.4421833,245.5741716,,9493.994856,10.31317,9048108,,,
1999,HU,1999,16787.42345,4090.49,,78972.36659,19.3063341,76.84522891,577.368394,326.9352819,5006638.193,2656.134754,14.65083,7986283,1,10237530,7714.005877
1999,NO,1999,55868.97766,2301,5.4975,265732.6196,115.4857104,669.0613611,2344.766256,522.2410155,517899.1787,11479.18883,6.538333,3372000,1,4461913,59555.75996
1999,IE,1999,19830.04324,1697.76,4.710833333,131969.6496,77.73162848,485.9767892,743.9697349,361.5314598,31883.71286,4112.242576,2.9635,3209131,1,3754786,35147.04955
1999,LU,1999,5105.727675,250.88,4.66375,34024.60632,135.6210392,99.8493153,289.2815155,99.02137736,7879.942376,1579.705585,2.9635,400932,1,430475,79039.68017
1999,SI,1999,4998.346364,900.4,,28082.0468,31.18841271,41.40704581,178.3281078,62.83816857,6309.405919,1134.658888,,1557760,0,1983045,14161.0739
1999,FI,1999,33853.38494,2253.3,4.7225,167095.8738,74.15607057,288.3324117,517.4184375,43.44734971,37502.96232,6577.665429,2.9635,3867000,1,5165474,32348.60417
1999,PL,1999,43278.76314,14853.6,,242093.4925,16.2986409,474.5937581,1419.836441,1029.297971,248040.4801,7324.948034,14.67833,31197575,1,38660271,6262.074379
1999,LV,1999,3061.090769,955.92,,13580.07323,14.20628633,43.16824051,40.08479476,4.239737907,2761.771054,244.3630757,8.45,2034661,1,2390482,5680.893322
1999,SE,1999,79742.06785,4151.8,4.98,314000.2687,75.62991201,143.7434357,996.5560196,221.9046921,595309.1033,13818.17738,3.115,6917850,1,8857874,35448.71701
1999,IS,1999,2250.133101,144.3,4.285,10186.09941,70.58973953,52.15139635,75.14157108,10.04307633,185155.098,536.8810803,9.334,251424,1,277381,36722.41217
1999,IT,1999,280705.1457,22585.3,4.727751667,1599713.449,70.8298517,3087.3945,11724.74816,2947.18214,318036.6186,46320.4465,2.9635,42231756,0,56916317,28106.41189
2000,AT,2000,53907.00911,3754.97,5.5554,280478.085,74.69516002,472.4388771,1244.911894,92.70201423,71835.14536,7448.856325,4.391767,6753059,1,8011566,35009.14615
2000,EU27_2020,2000,2002930.367,187438.43,,10190966.86,54.36967681,30651.91209,74083.83947,20403.65713,,324217.8738,,320858990,,,
2000,RO,2000,15571.65935,10771.6,,92363.99627,8.574770347,63.93483652,206.1386544,155.1728061,35181.90712,3187.868308,,19959764,0,22442971,4115.497733
2000,CZ,2000,22232.43252,4859.34,,113859.4942,23.43106145,481.8847349,990.9466139,409.8653033,1264345.286,5263.703226,5.365833,9234010,1,10255063,11102.75912
2000,EA20,2000,1753829.492,142927.93,,9041408.536,63.25851452,28181.87651,67940.64056,18360.62208,,284890.9306,,237145364,,,
2000,BE,2000,69351.38401,4109.7,5.5925,329613.1446,80.20369969,988.4161942,2598.063794,702.742315,74186.24086,7839.960916,4.391767,6530735,1,10251250,32153.45881
2000,DE,2000,486702.6948,39971,5.263958655,2555605.37,63.93648821,6165.180302,18237.44668,4711.128344,590711.0314,59376.21171,4.391767,58594926,1,82211508,31085.73766
2000,BG,2000,5421.766771,3239.2,,27402.97941,8.459798534,241.5788974,297.9409811,112.7241674,8929.921245,1063.858051,,5313110,0,8170172,3354.027236
2000,SK,2000,8980.874475,2024.85,,43296.59067,21.38261633,258.3589565,612.8289919,45.63825878,15986.31239,1578.387577,8.1725,3676330,1,5388720,8034.670695
2000,ES,2000,146149.5852,16706.5,5.52586606,875261.4229,52.39047215,2302.142722,6359.263963,1863.060337,227050.177,32443.4597,4.391767,29283500,0,40567864,21575.24051
2000,CH,2000,53286.63827,4021.79,3.925083333,477483.357,118.7240898,834.2009781,3443.760846,959.9305884,204654.2008,14017.19514,3.034037,6888293,1,7184250,66462.51968
2000,DK,2000,56621.72424,2755.15,5.641833333,237170.8922,86.0827513,776.5890833,1192.92823,119.6392171,380216.9174,6575.227488,4.997201,4038877,1,5339616,44417.2188
2000,FR,2000,411799.8553,25602,5.394466667,1844496.145,72.04500216,7881.539882,12839.00102,3830.992241,396831.4164,72640.40318,4.391767,39896590,0,60921384,30276.66189
2000,LT,2000,4545.041168,1399.54,,20260.32447,14.47641687,22.73576173,21.27417705,0.649593192,4152.013671,491.5796482,8.64284,2626414,1,3499536,5789.431648
2000,EA19,2000,1745963.736,141378.69,,9005200.621,63.69560095,28111.51148,67695.39515,18324.50662,,283071.4386,,234168476,,,
2000,PT,2000,32885.43505,5041.86,5.595,174310.3027,34.57261858,640.4235102,1167.367992,557.2146057,48812.21936,8031.356047,,9683202,0,10289898,16939.94466
2000,CY,2000,2112.301891,314.76,,14001.58099,44.48335553,20.60466261,30.19425402,9.33041326,2757.525885,461.7258673,,606351,0,948237,14765.90872
2000,HR,2000,7846.02944,1549.24,,35377.73851,22.83554421,60.64780844,234.654607,28.15256293,7145.670819,1907.036643,,2976888,0,4468302,7917.490472
2000,NL,2000,119363.293,8203,5.404166667,580702.2277,70.79144553,4226.727305,8706.544361,1995.169455,130856.394,21758.01023,,12009696,1,15925513,36463.64344
2000,IE,2000,21290.02209,1772.04,5.5125,144379.3415,81.47634452,543.8745908,1071.381045,461.5016102,34278.60904,5056.55657,4.391767,3327033,1,3805174,37942.9013
2000,MT,2000,1076.305661,146.4,,6043.638456,41.28168344,41.63870208,45.06293745,11.77936967,1291.543097,232.0261886,,328748,0,390087,15493.05272
2000,HU,2000,17489.85507,4115.82,8.55,82509.66184,20.04695585,94.68599034,530.7568438,283.8969404,5471745.572,2939.130435,11.38833,7953417,1,10210971,8080.491252
2000,SI,2000,5374.517375,914.74,,29113.03422,31.82656735,40.8733857,182.3991479,62.97430435,6881.42947,1082.412462,,1564272,0,1988925,14637.57267
2000,EE,2000,2453.213582,585.3,,12540.58887,21.4259164,49.37719708,66.64905614,16.86546238,3346.756142,548.0259281,5.678333,1157649,1,1396985,8976.895865
2000,NO,2000,51824.42106,2315,6.218333333,274550.6472,118.5963919,605.5820406,1948.400809,395.9972252,441013.6821,9357.519224,6.745833,3352000,1,4490967,61133.97119
2000,FI,2000,34884.32343,2299.8,5.4825,176742.9208,76.85143091,290.1629576,553.1231379,60.88240628,40752.3511,6229.435996,4.391767,3920500,1,5176209,34145.24429
2000,EL,2000,33153.04904,4312.79,6.108333333,181566.0478,42.09944092,634.9528865,802.0724862,290.5544409,,9174.180276,7.884648,9089802,,,
2000,IT,2000,294472.8255,23028.6,5.575179167,1660309.324,72.09770997,3279.126993,12720.65903,3477.05146,344195.4638,47108.69798,4.391767,42607469,0,56942108,29157.8479
2000,LU,2000,5279.861969,263.95,5.518166667,36385.22177,137.8489175,101.149207,275.2714724,78.1967265,7504.482857,1481.780479,4.391767,423638,1,436300,83394.96165
2000,SE,2000,80702.35348,4252.8,5.3675,328968.9663,77.35350036,187.8172589,1381.864329,253.461006,618424.0886,12818.41255,3.954167,6995280,1,8872109,37079.00414
2000,PL,2000,45743.66274,14516.6,,253135.2853,17.43764279,627.0841806,1362.884641,802.4942389,240393.1137,7326.013285,18.875,30219168,1,38258629,6616.423325
2000,IS,2000,2429.363699,148.4,5.303333333,10693.94765,72.06164183,55.56831731,76.78928888,7.985210952,190588.9498,498.2552861,11.21225,256541,1,281205,38029.00962
2000,LV,2000,2997.572816,923.69,,14350.81128,15.53639346,40.39765926,48.70993483,6.649820455,2852.332425,258.5117702,5.4025,1969402,1,2367550,6061.4607
2001,LT,2001,4569.203797,1346.44,8.15225,21582.61337,16.02939111,20.53290793,19.74318071,0.473836337,4599.429956,492.3159541,5.935413,2508163,1,3470818,6218.307434
2001,PT,2001,34206.10407,5130.09,5.158333333,177697.3615,34.63825421,645.7439012,1193.592294,578.2117056,48656.36583,8943.696995,,9767341,0,10362722,17147.74955
2001,IE,2001,23413.78065,1821.94,5.011666667,152039.4516,83.44920885,612.4456732,1239.461526,591.7734524,36392.74939,6416.23392,4.261783,3379444,1,3866243,39324.85661
2001,MT,2001,1138.641061,148.98,6.188333333,5972.502028,40.08928734,52.58889092,59.52225217,11.90445043,1146.160074,208.3932916,,321179,0,393028,15196.1235
2001,FI,2001,36135.87631,2335.5,5.043333333,181353.9982,77.65103754,299.6902782,544.2074509,48.90343453,41485.15969,6170.61029,4.261783,3946800,1,5188008,34956.38368
2001,CH,2001,54145.20722,4088.69,3.38175,485008.6343,118.622012,867.668444,3491.880756,937.3485216,196818.8388,14504.81701,2.731143,6839768,1,7229854,67084.15333
2001,DE,2001,492402.3683,39859,4.796593249,2598576.64,65.19422565,6118.05514,17915.19646,3974.642665,565923.0907,58843.37061,4.261783,58120552,1,82349925,31555.30063
2001,EU27_2020,2001,2053272.59,188767.7,,10408407.91,55.13871232,33307.31831,77656.24803,20652.64886,,335255.5408,,321078744,,,
2001,ES,2001,150504.1592,17244.8,5.115283797,909683.4893,52.75117654,3370.144954,7965.32527,2103.582969,235401.4456,34538.47052,4.261783,30386541,0,40850412,22268.64907
2001,LV,2001,3134.216609,938.7,7.573333333,15258.30919,16.25472376,31.73931443,41.83078876,3.418080016,3297.477131,230.1507211,6.861667,2009850,1,2337170,6528.540581
2001,BG,2001,5510.518031,3214.74,,28451.09473,8.850200867,304.0927304,341.1204923,158.3070979,10678.78864,1099.742416,,5310297,0,8009142,3552.327419
2001,HU,2001,18104.51157,4123.87,7.945,85871.33516,20.82299761,118.1907937,630.8755563,365.3039907,5475903.959,3366.291299,10.86667,7826138,1,10187576,8429.025232
2001,HR,2001,7347.756974,1537.62,7.945,36478.82173,23.72421127,61.05195043,216.9172985,28.27521206,7394.774344,1660.078495,,2956398,0,4299642,8484.153269
2001,CZ,2001,22848.42004,4846.39,6.314166667,117323.291,24.20838831,468.7960079,1010.274769,445.0850032,1243420.584,4899.654408,5.173333,8836536,1,10216605,11483.58882
2001,EL,2001,35383.92735,4328.38,5.304166667,189067.6671,43.68093077,650.9559362,855.9325192,329.2048151,,11236.44359,4.261783,9094491,,,
2001,EA20,2001,1799158.945,144605.93,,9237862.616,63.88301376,30425.72373,70786.71241,18274.19112,,294821.0708,,238658297,,,
2001,NO,2001,56159.21687,2317,6.236666667,280228.6043,120.9445854,208.5942561,1534.297848,349.5285396,439779.7452,9456.560858,7.226666,3299000,1,4513751,62083.31038
2001,LU,2001,5752.045608,279.09,4.859,37503.96557,134.3794675,113.548914,327.454337,112.9207042,8205.548663,1725.849261,4.261783,444537,1,441525,84941.88454
2001,SK,2001,9341.099041,2036.51,8.043349259,44705.42041,21.95197687,265.5049268,406.6712787,50.10938055,18573.34667,1754.389245,7.488333,3667216,1,5378867,8311.308015
2001,SE,2001,82556.25463,4342.2,5.1075,333733.6541,76.85819494,220.7007155,1410.930175,238.958796,700523.0693,13717.86331,4.032727,7040910,1,8895960,37515.19275
2001,RO,2001,15351.76096,10657.3,,97183.32903,9.11894467,119.693447,260.0533884,80.29794196,53170.58469,2670.929131,,19742440,0,22131970,4391.083533
2001,FR,2001,416508.0957,25970,4.939458333,1881083.99,72.43296071,8369.61307,14032.9208,4261.850022,404684.9777,72457.56494,4.261783,39940733,0,61367388,30652.82801
2001,EE,2001,2476.645294,588.6,,13293.82218,22.5854947,68.49445385,96.46302251,18.83597481,3646.597538,617.4013965,5.313334,1159834,1,1388115,9576.888212
2001,PL,2001,47819.80875,14194.8,10.68166667,256321.6273,18.0574314,760.0501,1562.131175,878.9170701,192398.2947,7222.824385,15.71583,29577575,1,38248076,6701.556107
2001,BE,2001,71025.55375,4166,5.130833333,333238.6571,79.99007612,1401.737201,2730.229568,644.0754888,74613.03783,7067.685287,4.261783,6587459,1,10286570,32395.50765
2001,AT,2001,53898.32691,3782,5.080166667,284031.7616,75.10094172,494.1976533,1381.744182,93.76489226,70430.27524,6860.421684,4.261783,6752459,1,8042293,35317.26108
2001,CY,2001,2319.425977,321.57,7.625,14554.93113,45.26209265,22.57959307,34.37115833,11.5406809,2724.353346,463.6343109,,627349,0,964830,15085.48773
2001,DK,2001,58166.48694,2782.47,5.079166667,239122.7409,85.93901854,850.2345161,1447.243624,217.6257357,379619.051,7184.117869,4.702664,4086550,1,5358783,44622.58332
2001,IT,2001,311453.0469,23481,5.188786667,1692694.919,72.0878548,3407.099747,12545.91473,3386.332663,350744.5,51023.42787,4.261783,43149536,0,56974100,29709.90185
2001,EA19,2001,1791698.892,143068.31,,9200669.545,64.30962626,30355.79751,70557.41193,18239.6596,,293193.0417,,235701900,,,
2001,NL,2001,124742.5859,8367,4.958333333,594217.8926,71.01922942,4235.772859,8741.599359,1915.037918,131581.4785,23134.59523,,12166261,1,16046180,37031.73544
2001,IS,2001,2553.026447,150,5.260833333,11123.19104,74.15460694,53.08704821,75.26725329,9.453857901,225310.1794,563.8377815,11.9875,257164,1,284968,39033.12316
2001,SI,2001,5657.692357,919.97,,30049.63228,32.66370891,71.08790342,227.7397924,63.97911308,7202.705655,1181.610206,,1560136,0,1992060,15084.70241
2002,CZ,2002,24973.53631,4876.77,4.876666667,119165.9846,24.43543259,550.4174169,1063.185464,463.5237628,1092753.86,4920.472527,3.549167,8837763,1,10196916,11686.47311
2002,EU27_2020,2002,2114426.104,188400.1,,10518062.26,55.82832629,34785.66677,79134.66039,19898.00695,,332561.5284,,318246216,,,
2002,ES,2002,155358.0111,17672.5,4.957641012,934521.9245,52.88000705,3573.254205,8877.030683,2486.067301,244431.2841,38110.14001,3.318592,31168059,0,41431558,22555.79972
2002,SK,2002,9521.444535,2038.41,6.934373219,46721.59353,22.92060652,255.9509028,460.2859271,78.75412395,18290.05286,1908.013764,7.499166,3575522,1,5376912,8689.298529
2002,BG,2002,5776.72078,3222.12,,30121.49726,9.348347442,228.690587,212.3186158,42.222452,11142.08803,1024.368387,,5320556,0,7837161,3843.419481
2002,DE,2002,498758.8046,39666,4.783579595,2593437.71,65.38188146,5942.871975,16047.05216,2900.055453,521845.9832,56914.47314,3.318592,57472671,1,82488495,31439.99306
2002,LU,2002,6183.171842,286.81,4.703166667,38713.2774,134.9788271,120.7318206,307.5565737,85.44098071,8246.96313,1985.264527,3.318592,455394,1,446175,86767.02505
2002,FI,2002,38047.50193,2364.4,4.980833333,184450.0758,78.01136685,320.488932,549.0546819,59.62584781,39844.9728,6815.979727,3.318592,3978100,1,5200598,35467.08971
2002,MT,2002,1161.747984,149.39,5.819166667,6125.826959,41.00560251,46.77486045,54.52759975,9.94934877,975.1365451,250.9303287,,331189,0,395969,15470.47107
2002,EA20,2002,1849298.083,145715.04,,9323259.565,63.98282267,31756.5041,71817.72635,17451.63931,,289784.3168,,238826800,,,
2002,FR,2002,432261.3884,26098,4.861216667,1902457.406,72.8966743,8956.171671,14422.13223,3860.439481,398629.3163,71734.44202,3.318592,39248436,0,61816234,30776.01599
2002,RO,2002,15228.25078,9573.9,,102724.8755,10.72967918,76.36486372,242.5955616,85.85773352,68945.86955,3325.66872,,17876158,0,21730496,4727.22185
2002,NL,2002,131744.5605,8427,4.890833333,595506.9932,70.6665472,4571.435362,9349.636971,2110.441695,125553.4562,24890.37824,,12104346,1,16148929,36875.94349
2002,SE,2002,86806.71966,4344.2,5.303333333,341066.0301,78.51066483,248.0789812,1480.417032,229.0792338,689041.4748,14670.69109,4.065834,6943930,1,8924958,38214.86108
2002,LT,2002,4743.579997,1395.12,6.06325,23039.48549,16.51433962,23.87070289,24.02274559,0.152042694,4783.10808,685.4084627,3.746735,2556940,1,3443067,6691.55886
2002,HU,2002,19665.7015,4117.56,7.085833333,89943.59418,21.84390614,121.7112273,766.9938204,449.6170671,5400764.612,4614.998935,9.208333,7755969,1,10158608,8853.929021
2002,PT,2002,35011.49368,5149.93,5.006666667,179068.0702,34.77097168,664.6233466,1162.556997,522.8052105,46301.80633,8251.07714,,9769342,0,10419631,17185.64412
2002,LV,2002,3370.291811,952.32,5.408333333,16339.98586,17.15808327,41.29708189,49.17084458,4.338603934,3283.220851,257.7452115,4.354167,2005441,1,2310173,7073.057239
2002,EA19,2002,1841506.572,144166.28,,9284142.522,64.39884918,31670.12752,71572.2871,17426.467,,288000.684,,235848631,,,
2002,EE,2002,2580.018871,588.5,,14194.00494,24.11895486,62.96269415,87.63971549,24.13267528,4337.919509,838.8372768,3.88,1160928,1,1379350,10290.35773
2002,HR,2002,7692.772297,1548.76,7.085,38603.04678,24.92513157,79.99463123,235.9573183,19.46178109,8403.956058,1823.770217,,2978169,0,4302174,8972.9162
2002,CH,2002,55943.01221,4117.91,3.198916667,484653.2653,117.6939917,825.467524,3646.245059,910.5657483,192527.5316,14889.38706,0.9987352,6799733,1,7284753,66529.81444
2002,IE,2002,25449.4116,1849.26,5.01,161008.6899,87.06655088,710.3449909,1283.356617,556.792082,37987.00162,6797.054436,3.318592,3401973,1,3931947,40948.84542
2002,NO,2002,61452.80729,2319,6.384166667,284088.8077,122.5048761,227.0650647,1544.04244,386.3515485,413589.81,10352.12132,6.9075,3274000,1,4538159,62600.01197
2002,DK,2002,59744.81982,2784.2,5.055916667,240237.5859,86.28603761,920.8511069,1636.393555,272.3947192,368422.5156,6577.345164,3.543719,4072128,1,5375931,44687.62451
2002,EL,2002,37780.07501,4434.29,5.1225,196486.2006,44.31063385,676.7477642,959.2268487,399.0768343,,9629.531686,3.318592,9281923,,,
2002,IS,2002,2742.416035,148,5.231833333,11185.33315,75.57657536,47.85120982,76.74250632,10.0442398,190941.3476,502.6634164,8.974334,253741,1,287523,38902.39442
2002,BE,2002,75034.35702,4175.5,4.986666667,338926.2502,81.17021919,1427.986704,2804.251836,647.0777932,70145.61421,6997.668188,3.318592,6654267,1,10332785,32801.05511
2002,AT,2002,54391.13216,3778.38,4.9638,288720.6326,76.41386854,501.2033464,1412.817868,88.37274452,67937.61699,7574.206364,3.318592,6736277,1,8081957,35724.09908
2002,PL,2002,48742.98206,13766.3,7.355833333,261539.2259,18.99851274,806.1310677,1638.3465,873.3293586,185710.7368,7433.91961,8.7725,28612913,1,38230364,6841.138784
2002,IT,2002,314727.211,23875.4,5.034555833,1697008.685,71.07770695,3526.587656,13225.33211,3481.342768,362538.7409,42440.96171,3.318592,43601019,0,57059007,29741.29369
2002,CY,2002,2507.496627,328.3,5.696666667,15096.83143,45.98486575,24.48897996,35.23414463,10.37033335,3108.476186,538.7575591,,631389,0,982194,15370.51889
2002,SI,2002,5802.41378,934.48,,31103.13991,33.28390111,59.16127988,252.2138774,71.36718604,7207.141154,1162.550287,8.025833,1607764,0,1994530,15594.22015
2003,FI,2003,39693.00965,2370,4.135,188148.139,79.38740041,332.2835817,569.0976269,57.0337491,40984.94805,7274.282739,2.333467,3973100,1,5213014,36092.00723
2003,ES,2003,161457.9959,18238.7,4.123043585,962399.6833,52.76690133,3871.11479,9352.095104,2598.337352,260797.0154,39994.72175,2.333467,32002228,0,42187645,22812.35853
2003,FR,2003,443917.4724,26105,4.130891667,1918114.663,73.47690724,10350.05999,15500.97631,3732.32644,403472.3693,74868.84513,2.333467,39346938,0,62256970,30809.63727
2003,RO,2003,16867.83914,9569.4,,105129.0754,10.98596311,50.80736398,214.1314409,48.54468785,89771.26401,3802.941479,,17579561,0,21574326,4872.878782
2003,EU27_2020,2003,2164568.334,188965.03,,10608706.15,56.14110798,37503.41823,81038.65933,20220.58201,,351874.2816,,317993418,,,
2003,BE,2003,76996.44405,4171.6,4.180833333,342442.6421,82.08904068,1477.909299,2897.608261,592.4545765,70180.84174,7173.388865,2.333467,6667134,1,10376133,33002.91564
2003,NL,2003,136589.1671,8380,4.123333333,596436.3391,71.17378748,4893.055281,9732.609125,2381.976994,122862.5595,25316.64709,,11965197,1,16225302,36759.64485
2003,LU,2003,6511.708928,292.54,3.316,39727.49856,135.8019367,119.5128601,323.5481232,98.30652246,8362.236057,2051.713169,2.333467,463931,1,451630,87964.70243
2003,CZ,2003,27056.49765,4838.06,4.115833333,123436.4993,25.51363549,589.7585832,1303.288503,670.787737,1155344.861,9495.029655,2.275833,8703898,1,10193998,12108.74274
2003,EE,2003,2725.653207,601.1,,15272.46053,25.40752043,72.30683247,109.1588654,23.05435238,5003.200363,795.5498114,2.9125,1189177,1,1370720,11141.9258
2003,NO,2003,62950.41194,2285,5.045,286771.6179,125.5018022,226.5308141,1604.369515,368.9781383,432436.4428,11242.59853,4.098333,3201000,1,4564855,62821.62695
2003,PT,2003,35669.26169,5100.19,4.178333333,177402.5043,34.78350892,665.1930481,1070.964451,469.5337455,42151.60863,7763.824283,,9639132,0,10458821,16961.99833
2003,EA19,2003,1879607.136,144773.32,,9344072.025,64.54277643,34348.87028,73429.31906,17696.2231,,303410.4405,,236201989,,,
2003,DE,2003,497688.5546,39237,4.071142522,2575276.267,65.6338728,5914.272739,15762.07832,3057.861826,502779.5568,54525.65879,2.333467,56634673,1,82534176,31202.54411
2003,HR,2003,7884.986796,1585.57,6.823333333,40762.6818,25.70853498,76.59663921,229.1329996,32.18898217,10464.87136,2573.54197,,3050461,0,4303399,9472.205993
2003,MT,2003,1209.918317,148.82,5.041666667,6375.399826,42.83967091,72.82772476,84.72336038,11.89563562,1336.487835,287.0813397,,326916,0,398582,15995.20256
2003,BG,2003,6374.995784,3317.39,6.446666667,31699.26815,9.555484327,181.4441334,288.3545243,117.5339786,12235.99373,1027.4527,,5442215,0,7775327,4076.904823
2003,LT,2003,4986.383526,1426.22,5.320333333,25473.82271,17.86107523,27.84492519,27.69193109,0.458982283,5492.916171,784.8597044,2.840528,2589539,1,3415213,7458.926489
2003,DK,2003,60385.80035,2758.65,4.30775,241176.2358,87.42545658,891.7189507,1504.534058,265.4326377,370955.6448,6336.081626,2.423354,4021640,1,5390574,44740.36268
2003,CY,2003,2775.069512,340.11,4.743333333,15492.84416,45.55245115,26.48081946,38.03608613,10.71269515,3136.532698,617.0030934,,651665,0,1000350,15487.42356
2003,SI,2003,6011.981016,931.54,6.401666667,32023.59601,34.37704877,63.56526725,277.5642668,72.10570623,7822.178832,1206.886034,6.781667,1605778,0,1995733,16046.03221
2003,SE,2003,89722.89937,4319.6,4.638333333,348943.6495,80.78147271,252.6055467,1486.309839,226.343991,689159.748,14521.9337,3.026667,6845470,1,8958229,38952.3029
2003,IE,2003,26630.81498,1884.74,4.1325,165863.118,88.00318238,794.4718522,1337.943921,451.9819071,41318.41007,6097.369231,2.333467,3409322,1,3996521,41501.87576
2003,AT,2003,55313.85907,3803.03,4.140866667,291438.3217,76.63319031,599.0598054,1577.088413,90.87709596,70260.27552,7238.115589,2.333467,6746491,1,8121423,35885.13019
2003,PL,2003,51217.56122,13606.1,5.7775,270689.2625,19.89469889,817.3306717,1662.496134,914.7524391,216059.8307,7561.644221,5.688334,28357454,1,38204570,7085.258714
2003,EL,2003,39409.29054,4495.68,4.2675,207869.4258,46.23759382,679.7109195,917.9002161,320.6841261,,12357.95785,2.333467,9402619,,,
2003,EA20,2003,1887612.484,146358.89,,9385292.149,64.12519355,34433.75251,73670.26872,17733.33652,,305886.1289,,239252450,,,
2003,IT,2003,322459.5477,24226.2,4.248190833,1699353.251,70.14526632,3701.627839,12987.37694,3511.550833,354745.3456,52586.75309,2.333467,43973068,0,57313203,29650.29281
2003,IS,2003,2885.355856,149.1,4.406141667,11425.00649,76.62646876,48.21535439,79.60614718,10.839986,212175.8293,482.2664604,5.349916,250851,1,289521,39461.75404
2003,SK,2003,10208.65723,2060.47,4.985865833,49290.72907,23.92208043,512.8876524,539.3993945,150.5605106,16530.89436,1556.501105,5.89,3497782,1,5373374,9173.143182
2003,HU,2003,21542.70964,4196.94,6.773333333,93607.2674,22.30369445,151.6524156,598.9153502,304.5458494,5608781.444,3532.434009,8.485833,7790730,1,10129552,9241.007638
2003,LV,2003,3737.281701,958.28,4.900833333,17716.35873,18.48766407,47.41415675,53.8260356,6.580612503,3986.745971,512.9503079,3.835,2011766,1,2287955,7743.316075
